customer_id,current_income,emi_amount,credit_limit,credit_utilization,income_drop_pct,balance_drop_pct,emi_to_income_ratio,failed_autodebit,discretionary_spend_drop,default_next_30_days
212,61993.98401992411,6462,178848,0.7422146158425987,0.2283294234415534,0.4357163701027283,0.10423592066486954,2,0.5579038755240999,1
213,83756.34192246913,5463,213045,0.5485120830021497,-0.008055919993974902,-0.043367107625747275,0.06522491162587955,0,0.07259656808077433,0
214,58719.101909732926,24323,178023,0.269627035392352,0.04412414091212936,-0.1958379183411481,0.41422636261349843,0,0.00214305953907179,0
215,59039.98648957148,28308,91984,0.29785632004982454,-0.06185546259127563,0.04693408734715234,0.4794716544354254,0,0.16405066378897795,0
216,29274.555571785695,8199,155072,0.8832147968329577,0.3905496448225616,0.3854454972412589,0.2800725695013472,1,0.5172087566318764,1
217,34590.7933223166,11240,296272,0.916508918761439,0.354392391039213,0.42244599658824794,0.3249419547931675,1,0.30951674754480935,1
218,129515.64236814862,14017,217619,0.3167836805343055,0.02764036439615683,-0.0569829792831583,0.10822630953067919,0,0.01363732395309254,0
219,125994.16333926283,10077,82574,0.26192301335290874,-0.09758013197416059,-0.013731623427476589,0.0799798953612303,0,0.014107127518591313,0
220,41203.11794074642,23300,114384,0.7418916348261266,0.24874991456171242,0.5395198592197136,0.5654911852425192,1,0.43416030966493135,1
221,102477.23853300948,6861,55269,0.510120677134456,0.0737180680362768,-0.029159456999553145,0.06695145281251863,0,0.0955484252799072,0
222,68988.24356367307,8225,160114,0.29834409865641154,-0.03441788439063457,-0.05722668395526586,0.11922321217540047,0,0.0474966610338768,0
223,36903.274928809835,19130,195343,0.32040190803658664,-0.023714200461463192,0.02052311829687745,0.518382177107688,0,0.07736144841037601,0
224,89203.94926970654,21727,82167,0.2831146810258294,0.03931677910454438,0.012618504635968456,0.24356544948821499,0,0.18329783022310286,0
225,107044.98416459716,6552,101272,0.44452420022464156,0.01733070576290204,-0.018324980311390588,0.06120791227289409,0,0.07032997446838107,0
226,41974.36117562415,5786,250976,0.21001161486609382,-0.0543130860486096,-0.30327333406232837,0.13784605263653457,0,0.012501388302082162,0
227,72087.68027193018,15681,253975,0.7630432193738824,0.21753870789593363,0.31581788023889296,0.21752676658269357,2,0.500019458957277,1
228,101341.05482118229,12067,279167,0.2892080482817479,-0.027085797111456304,-0.31915643817200573,0.1190731635988237,0,0.02163100291467135,0
229,38238.85215851928,17410,145965,0.7805168837989324,0.20448307127959242,0.3746193758385521,0.4552960932986898,1,0.5113005947871541,1
230,40337.52529947314,21855,200396,0.8802830893392058,0.39163424063736224,0.4343164467864203,0.5418031928767195,2,0.35760701074090334,1
231,153861.99240936915,11795,220824,0.6613225698017859,-0.12758637726608113,-0.0481795828737865,0.0766596078427083,0,0.1004743639944191,0
232,43807.06726219583,17697,96501,0.2530801767737336,-0.0007666650805621804,0.16906465206002383,0.40397591315755516,0,0.16749450392375492,0
233,84374.7188475674,14513,101482,0.4888065403185668,0.042727411923270335,0.1264556440027379,0.1720064990820224,0,0.11418141075042897,0
234,74292.94140369812,23519,187799,0.6623208955643183,-0.06552596335292031,0.036207712180116744,0.3165711244652548,0,0.011244858970194449,0
235,68398.01115314531,25536,146367,0.3729294289876346,-0.010412104539580495,0.04406790481267504,0.37334418895344906,0,0.0070430347051047,0
236,138926.87144426204,26691,205976,0.3864999177834315,0.030696812209122494,0.11477811791963857,0.19212265937125436,0,0.041807407477184456,0
237,139280.63134486257,16196,267508,0.6083276216008118,-0.024084906084493256,0.0080739735496302,0.11628321787182505,0,0.17704777574151306,0
238,48186.0088934268,12688,191835,0.5692730266984817,0.21176699643257768,0.038462307042080326,0.2633129468776321,0,0.012758911250719575,0
239,101156.63508933378,9277,267394,0.5711849685448909,-0.07370298421330049,-0.23621828548034035,0.09170925853560931,0,0.04566625047372217,0
240,77943.32169538277,12795,61332,0.7776788320778618,0.20266402314911228,0.44406216433089485,0.1641577459324261,1,0.4505836215395525,1
241,109260.42116864896,26168,212171,0.40858213948785105,0.011342889631247615,0.01936891120610309,0.239501181856222,0,0.175549880972525,0
242,99654.98069240214,12865,258726,0.36636473825518956,-0.07919116784252618,0.00782452454483403,0.12909540406926043,0,0.18798487457714178,0
243,64813.42649094013,9150,161369,0.4338603079855754,-0.03899114891750554,-0.006348798676732312,0.14117445250759922,0,0.1211793630358966,0
244,61357.89428023675,28722,80270,0.3313604717806514,0.0092022588709783,0.05810755506525316,0.46810602509954935,0,0.09444969978903171,0
245,103349.9570691896,19021,292744,0.5970911726585917,0.02573679363539264,0.09522214071710099,0.18404458540090182,0,0.12504322500628764,0
246,96485.01754243806,27738,124231,0.6259229629194438,0.0922578661180141,-0.07542226003735242,0.28748504904193745,0,0.16343821014532822,0
247,125332.22129124,13400,202192,0.2910315644409277,-0.11579826735462381,-0.048603748540150635,0.10691584224667837,0,0.10257257587539824,0
248,76635.2756825194,21301,115439,0.49979863002202696,0.0018932068995966315,-0.11767545128511225,0.27795293760336515,0,0.1100702557677502,0
249,71458.23804057205,14219,252918,0.4612484044452942,-0.049610205780614924,-0.02857635312123575,0.1989833557318729,0,0.12820497152707094,0
250,98506.16027244343,10315,126102,0.6689128999925336,0.04601705791342489,0.0022512931951575456,0.10471426326507181,0,0.13542899333433386,0
251,30385.617100334683,18890,132428,0.9145807347197145,0.2523455123400174,0.41433362548609876,0.6216757072145142,2,0.3037789203815361,1
252,97312.46275337262,10904,63731,0.39839466270729207,-0.05899981392182137,-0.1206046379242466,0.11205142374862045,0,0.08624209697286578,0
253,135552.03247306758,5172,55666,0.2263598831672506,-0.17219054045294924,0.06441035878139231,0.038155090009643414,0,0.08923408756253931,0
254,132821.61270109873,22958,98784,0.6118731939754002,-0.049768095456876535,-0.06056864707016813,0.1728483756003219,0,0.017053668322335482,0
255,31454.964478752856,12645,225858,0.7123272467774562,0.3008444370062256,0.3921423389487903,0.4020033152013706,2,0.43345180780215886,1
256,64181.519424337515,24642,257397,0.6990999538328088,0.04254217360391712,-0.1095998904313198,0.3839422971132684,0,0.014992008694002613,0
257,108180.61454517375,29102,106030,0.5921356496533584,0.0003924156375740631,-0.22477121093967883,0.26901307708737104,0,0.18937603926820473,0
258,138361.347731647,20011,263493,0.2384845915040087,-0.0629266092677509,0.20083765619606858,0.14462854206083264,0,0.13415300508860714,0
259,32727.68521407675,16353,162313,0.4912175384441479,-0.024878584538976654,0.008681063011873833,0.4996687022938698,0,0.037318019374633506,0
260,118149.95642545636,13740,293029,0.5376154187810187,0.004396160773715203,0.042243897157347436,0.11629289096411047,0,0.04117639763566423,0
261,45633.65382701946,21666,116617,0.2167117862177519,-0.04219931837626214,0.054702621987013325,0.4747811797435267,0,0.11595856876659101,0
262,101541.98678689479,9141,204422,0.375388811505156,-0.00824124313231801,-0.13459701164639468,0.09002187458852987,0,0.16653874926988402,0
263,63187.50251975308,22987,198778,0.732580108293084,0.30431416785414706,0.3249099715631554,0.3637902921200917,1,0.5200928521093345,1
264,86219.97454747812,10795,273299,0.927549031036174,0.3619812805697402,0.5117521719304153,0.12520300610916554,2,0.4345039411573901,1
265,47736.83371141499,26894,205917,0.9338562061121335,0.34097643267088085,0.5047671366412462,0.5633804739246671,1,0.42155914277259887,1
266,39811.171487748186,18161,173199,0.7998580697577136,0.2161723055469682,0.4239435556778001,0.4561784876285043,1,0.4889050785777609,1
267,122984.41930396874,16954,198620,0.3807700938814783,0.07174166074071915,0.06103416874085705,0.13785486076977305,0,0.1069598932562385,0
268,70072.482955659,14730,248681,0.28125553264872816,0.006110984013155719,0.13778571129279257,0.2102109041764791,0,0.19194914429239385,0
269,66134.17481255103,20847,136296,0.9074848983031107,0.366262739828498,0.5010562439703352,0.3152228036274466,2,0.4792897319606701,1
270,67525.26064432804,16675,126448,0.2961578863921753,-0.06103422020948156,0.00856100431886517,0.24694462251439914,0,0.09278725269097819,0
271,37648.727461859955,11213,130021,0.8577792569730587,0.19845674137209984,0.3016617175301684,0.2978321116260657,1,0.3328447098206982,0
272,100289.3572837255,5328,227523,0.30339883802207207,-0.009449523688596367,0.0025127327239771657,0.05312627525298343,0,0.185012911289411,0
273,130731.99668294202,18503,104943,0.5859180176150549,-0.04073178904821243,0.05057093573756759,0.1415338285154049,0,0.09677545291285182,0
274,68955.25162025346,6040,249294,0.20664060172929005,0.02110295312780593,0.1256267117301107,0.08759303835570281,0,0.10840305969594521,0
275,124938.62304076496,28806,180364,0.6018467259386512,0.01288833496326733,-0.03209671698984642,0.23056120916749004,0,0.16356441471323813,0
276,38996.48719865338,15707,215278,0.874188703733851,0.2337981408042175,0.3078716332941764,0.4027798688632239,1,0.49176054881698794,1
277,139901.74300416006,20567,209912,0.37048328173124234,0.04045649107216333,-0.25219809305388236,0.14701031994568092,0,0.16109325660811735,0
278,123508.45765936573,28328,188982,0.5447915327666148,-0.011443824245030172,-0.006421776844119381,0.22936081088574642,0,0.17546194723860714,0
279,101501.3038355682,6447,224077,0.6585383897349066,0.003120985464957583,-0.1088181548282385,0.06351642546822965,0,0.11668524302881822,0
280,94892.68465628932,20385,59336,0.7662618218523207,0.3164986090483167,0.4184058259546247,0.21482161742853503,2,0.45842042427962365,1
281,135594.60778387167,24291,102066,0.5187012406046108,0.035912649806690886,0.1077551677741271,0.17914429192286285,0,0.16036517997510302,0
282,49285.808738265754,7971,190791,0.3861535492865239,0.0548620703593742,0.012833344983366678,0.16173012483837512,0,0.050932753177992375,0
283,91977.89888311266,25850,268530,0.8607016477715433,0.2522125813604444,0.47518072388329763,0.2810457763647188,2,0.5999547733459201,1
284,102489.04753206269,14930,53285,0.26165924553764613,-0.002261603945473308,-0.003040391010957915,0.14567410235058822,0,0.08019406533767036,0
285,34377.18903328276,19435,105556,0.477049640197913,0.07287240856045024,0.00860515908019391,0.5653458164128466,0,0.03489969727959104,0
286,58750.207558552676,17537,72419,0.8000824671026895,0.21056497038093244,0.4583934132553347,0.2985010730816902,1,0.31116651137079876,1
287,65753.85122435566,6658,258878,0.6247349507918312,0.0481679478360874,-0.029132962250551946,0.1012564264453887,0,0.10824075315425968,0
288,153144.76057066786,17178,201007,0.20885692530469452,-0.01299524102729307,-0.02855286576450618,0.11216838196742161,0,0.1406399569550974,0
289,35740.853620076196,7722,120192,0.4885933381116544,0.09417695876507157,0.12116202671247843,0.2160552761857493,0,0.1295440108841224,0
290,28716.363465974908,8845,267202,0.7618657453082865,0.39159887923309783,0.46006562648296223,0.3080125382338246,1,0.5016059286541605,1
291,91040.11140682983,8306,216742,0.8174510803621704,0.22536190552145907,0.3999306997339044,0.09123451049925763,1,0.377074285407688,1
292,120939.00958511059,25378,231902,0.5142519500417839,0.010127517169031361,0.14497580295128604,0.20984130833434916,0,0.11145036666368213,0
293,123420.80445415367,14894,233844,0.30175555416594324,-0.03164306519670258,-0.23266496983387067,0.12067657528137875,0,0.1746722235682876,0
294,47754.02224133844,22615,262498,0.7655685804537462,0.282495007131934,0.3003258926942953,0.4735726738516121,2,0.33087152650260016,1
295,149358.96678268557,13401,217567,0.5284076155442244,-0.04461317428811264,-0.0287796785569845,0.08972343802764918,0,0.03964125304710393,0
296,117142.9668747348,11833,123889,0.674395248845959,0.03446767842590646,-0.024325375017724797,0.10101332001137937,0,0.05360943747572755,0
297,44641.72220717126,9607,53985,0.3798947066909648,-0.007847413941669448,-0.056218318895202825,0.21520227099250952,0,0.08116241844005433,0
298,51156.65572092994,9357,136799,0.8928683362149016,0.3239898167691369,0.472770936943774,0.1829087509364247,1,0.38380355727936794,1
299,137841.24026153513,11121,101428,0.47731024560557245,-0.01649159578954911,-0.024127636373251493,0.08067977318616261,0,0.18032624589727203,0
300,94867.9634059075,17229,66956,0.5751359147358859,-0.004249831598517658,0.09744437774752174,0.18161030743627343,0,0.06345779675518107,0
301,80000.94910948689,13128,100227,0.6873849217102065,-0.05960639836979318,0.16721965497898728,0.16409805316226206,0,0.165120684981403,0
302,82238.35179597857,6363,87276,0.4414392670579218,-0.03282911565104516,-0.21827798842774954,0.07737265960516428,0,0.07806515585231094,0
303,54329.06635461093,11605,93019,0.22854738025494198,-0.04766367109791954,-0.08485079109678564,0.21360573222909948,0,0.13456517771161686,0
304,69083.27107971195,26352,151975,0.6648958613152515,-0.10338971806110057,-0.12354835573548312,0.381452695973149,0,0.18957268839981378,0
305,94350.1995651471,5712,76751,0.3196849181710232,-0.0035888315053098393,-0.005146843193710868,0.060540412488009294,0,0.08359370160277742,0
306,40141.66333862215,24270,97013,0.6038511845220285,-0.05448970779636075,0.008838054451162276,0.6046087277267534,0,0.04926964944846038,0
307,91083.52955080576,8003,293550,0.7709695453976783,0.3088515261261488,0.30103598044940866,0.08786440358062741,2,0.5222649620165957,1
308,90327.73143867526,25864,50055,0.8930668892093764,0.3001337977900115,0.5237496640004903,0.2863350998420615,1,0.5666565295180258,1
309,55988.73346163805,19500,53196,0.5395858497689964,-0.030453756212235963,0.01827070141934245,0.34828435641182826,0,0.014814981442089549,0
310,45165.42246919377,19306,296200,0.4798978610898821,-0.008105240433431908,-0.024450743319458897,0.4274508892985148,0,0.1040230829004789,0
311,51087.36762684492,19158,125271,0.9012733441998815,0.41137538379161015,0.36628323022458964,0.37500464185069954,2,0.46928505052002956,1
312,88133.91590789435,14481,209413,0.5869975436470045,-0.012030215975690166,0.17952643598606335,0.16430678077589997,0,0.010414481244253948,0
313,42885.371190650956,24475,226687,0.3938123126012296,0.06100431496508016,-0.03195652616820528,0.5707074305406867,0,0.0646388499714755,0
314,71493.23076814339,18636,200641,0.3375951058867378,-0.12925175156805624,0.0923308224587834,0.26066803527787974,0,0.18191733901075546,0
315,64965.94055593969,6734,81385,0.6279625947956489,0.06582333616143535,-0.047252206152855775,0.10365431397397548,0,0.08693562966329405,0
316,39239.22909797094,24551,200453,0.6650026888955363,0.06299585568922127,-0.04017190478915787,0.625674881091625,0,0.07671347820145842,0
317,68429.43064859093,21304,295045,0.28637865914054367,-0.04184660001333691,0.10625224258201249,0.3113280323696319,0,0.07587311964083732,0
318,55994.62580961351,24115,275191,0.5785945598409847,0.031246551665379117,-0.07882122226007353,0.4306663300509061,0,0.061129699367236695,0
319,138768.39225441805,17000,156637,0.34640643336858434,0.008820296219854274,-0.20802598625769606,0.12250628348300087,0,0.07501988106367,0
320,23235.233260584533,28797,51312,0.827172985182344,0.23132868859569378,0.560748183809464,1.2393678030704456,1,0.5804466121331404,1
321,151212.07525950053,19408,72369,0.5306750699384977,-0.0031576389135139424,-0.07141736209834018,0.12834953800278998,0,0.0783996087778297,0
322,94235.91684428276,7130,293768,0.7958702806437605,0.11891303685283976,0.4474600212216979,0.07566117292392611,2,0.3028259567917336,0
323,90932.99252470244,12689,51379,0.2677472594644224,0.15493242815235053,-0.035658074523198566,0.13954231184630775,0,0.08951399010159443,0
324,129714.27360850268,17676,75192,0.21714895065165585,-0.03886663947358691,0.08216929450555632,0.13626873518444735,0,0.09951321667774518,0
325,106201.80866035528,15313,52402,0.9088929262726622,0.2606070687772553,0.462198104608987,0.144187751537948,2,0.49626899339996233,1
326,70885.95985690493,10872,168341,0.205399196194756,-0.04260453472556827,0.11863411510142434,0.15337310832705003,0,0.14020225341900813,0
327,70746.07114912875,5446,279484,0.867263378829237,0.3695419195935318,0.31430777541082144,0.07697953980398625,1,0.5322753443102013,1
328,93382.50383213676,29544,241252,0.4542637158867862,-0.07515884225168484,-0.01429057681065606,0.3163761817000316,0,0.06369039336116088,0
329,34460.363575172065,21627,204468,0.5748628733917716,0.04542304373273662,-0.23616634916686297,0.6275905926767928,0,0.019363746197443722,0
330,77318.17798288296,25140,255979,0.5787741965666856,0.07171636839143404,0.012952847284971194,0.3251499279453482,0,0.16195408077945248,0
331,111034.88053362748,24958,203283,0.2517564735030655,0.015320120543940219,-0.34739122032416303,0.22477621338495826,0,0.021482865087244375,0
332,129317.56292246188,17614,149290,0.4367174667970244,-0.033629953016197124,-0.05763775407734251,0.13620733024918866,0,0.12263407214862342,0
333,137795.26774173047,24213,206089,0.534976745429609,0.11838545326663948,0.08883156786773312,0.1757172100088546,0,8.030880506797456e-05,0
334,87680.21134598492,18269,63092,0.4851562539132519,-0.020225833057961603,-0.028779854279239295,0.20835944302085194,0,0.010715311921481585,0
335,144800.03833425444,6832,229357,0.643875762335844,-0.0001294015961584279,-0.17175897436553234,0.04718230795097653,0,0.008117142426939018,0
336,23794.45977622858,25913,253394,0.7170025579881051,0.27192239994852835,0.485406320925634,1.089035020912217,1,0.5228493829397071,1
337,32165.02771037093,8614,272426,0.2880413165158581,0.006495156022517637,0.1468711744420338,0.2678063913877058,0,0.1433437171535284,0
338,144454.59665836574,25025,80782,0.23934883759769954,-0.00252733894123296,0.0025202317081634736,0.17323782405612176,0,0.10546217912847866,0
339,97815.98430885981,17940,67682,0.33910859353441103,-0.0006954935026445624,-0.16458118726063356,0.18340560724056487,0,0.01232159705849385,0
340,128950.84671967677,10968,111562,0.4426278020736205,0.037848489317578185,0.07026804694990366,0.08505566484447426,0,0.10868117043965282,0
341,52986.30295522409,24522,246604,0.9152027156716843,0.3563432029943047,0.3634068870914836,0.46279884861418313,1,0.38388042979353953,1
342,152764.2758867302,14180,229065,0.3126035501081008,-0.03941708332775227,-0.403704508515078,0.09282274875910133,0,0.05141921787902235,0
343,132997.97480265857,7837,175261,0.24754682385536475,-0.028651406059148295,-0.08712656102384282,0.05892570929466019,0,0.010842348841198612,0
344,92981.01518127124,24867,70946,0.45180996898680065,-0.17398054922012715,0.1353699269918244,0.26744169174234667,0,0.17341599943168473,0
345,49812.232645656724,9019,62419,0.5919642942264,0.08818590316014426,-0.028513850659285,0.1810599429292273,0,0.06492175961938894,0
346,74728.71616757954,27633,247298,0.6153836942973803,0.05825948154767679,0.025351157713098496,0.369777528868994,0,0.0584830167768496,0
347,114205.12320227617,9370,199229,0.4642921007187211,0.06035170475197443,0.07713900873246436,0.08204535608620797,0,0.16212076965203223,0
348,59521.024760871805,21226,276340,0.7300398146839054,0.4212033914412326,0.3795291067451189,0.35661348381141517,1,0.44676897006138383,1
349,29230.977095722417,29783,166625,0.7528020646469878,0.3185653100455065,0.36272485186778397,1.0188848598002687,1,0.3887468155745589,1
350,98079.25417270142,24615,183669,0.9215921617738851,0.2787890336929968,0.488050900812192,0.2509705055123792,1,0.5002053489151188,1
351,126374.8713770566,27257,150588,0.5766564659396285,0.04597288184885676,-0.11311818001286827,0.21568370122154298,0,0.1432650686952056,0
352,80332.14448224759,23526,59340,0.6414182453390396,0.06688872408899987,-0.008870221773402454,0.2928591057991606,0,0.10556242165912416,0
353,133706.09282574718,10539,295913,0.4964923738777469,-0.102864473563866,0.01712669184158633,0.07882213725095519,0,0.18719883580035557,0
354,92679.54130692975,20082,54722,0.7013372471735557,0.2856041526023813,0.3864910897070234,0.21668212549190127,2,0.47010983505036824,1
355,82299.68788948894,19887,215413,0.775307823698477,0.32325765277626006,0.5252097626786515,0.24164125660724292,2,0.4132162874924329,1
356,132278.2555497263,9888,251587,0.24047485101117805,-0.06556404587443249,0.12815578106455064,0.07475151497052275,0,0.11543432532479925,0
357,121596.21031593655,21571,278348,0.42775084760961013,0.08120314958458591,-0.15028484537129344,0.1773986207625492,0,0.006164923739874051,0
358,130654.05051760626,24115,91787,0.25349563058731167,-0.05308069020441482,0.1185692355904535,0.18457139219537927,0,0.14389199353399437,0
359,90025.34243142452,13209,287611,0.42581949775941896,0.04339771015262313,0.05972955214068832,0.14672535136494216,0,0.1713459893011795,0
360,32200.567425793102,7314,87180,0.916606850724689,0.16321372741906606,0.2207605920436124,0.22713885452035185,2,0.3355385115283445,0
361,67688.46135492221,24421,81017,0.8941217203289167,0.31852134680502164,0.34359685227527975,0.3607852728687286,1,0.5820539504187724,1
362,85717.18293200994,26392,259870,0.6127654116733747,0.1775726540881561,0.17105070725196841,0.30789625950416366,0,0.055047221186224495,0
363,57869.69173698123,29435,137212,0.6055436231001292,0.07203568342176367,0.1305776148925998,0.5086427647443258,0,0.017515114683234946,0
364,74408.9971922228,25714,287239,0.24752012032580972,0.09914573717879027,0.06205862957525348,0.34557648900404236,0,0.018990729483666202,0
365,45365.55116289014,11852,215334,0.3728651260964989,-0.109043875265326,-0.08165808146014601,0.2612555054703084,0,0.03427966246495049,0
366,25480.04254794539,12630,66375,0.8118034351984462,0.2873367946128021,0.3965478310524186,0.4956820608220857,2,0.43160150904091465,1
367,114794.48464834833,23700,122894,0.24787709933167884,-0.038740539877455495,-0.12132232028688138,0.20645591182015902,0,0.18451448098116002,0
368,128123.22380210765,25758,123143,0.6006760291351243,-0.0413289294110584,0.15733121620374127,0.20104083581119098,0,0.08210096426967131,0
369,81404.08012463366,25338,115453,0.6710789585149965,0.05480321290870131,-0.006829380848282377,0.311262039460507,0,0.17757186994711055,0
370,93186.9438518338,19126,161198,0.40742342515079744,0.12191528497135563,-0.15331982144248169,0.20524334428662158,0,0.1465446830826613,0
371,129926.57412341182,9414,133030,0.6526609141880448,0.05169925185991803,-0.002761349867664692,0.07245630898462724,0,0.01660775156203729,0
372,80310.52657290026,21059,136269,0.570151529949542,-0.009382584816697329,0.05482870128700028,0.2622196727957464,0,0.06255214548436319,0
373,93442.80909488829,17175,238213,0.8539315133612931,0.24853449442518702,0.4794539340714652,0.1838022654323172,1,0.4616942623350362,1
374,61907.23472900014,26711,186169,0.5560039805990813,-0.11528527789884425,-0.14492008094698053,0.43146814935165184,0,0.07699174452751144,0
375,56933.91206561607,6389,161375,0.7825769218892196,0.27363951694362015,0.431692811607693,0.1122178288510494,1,0.5620174373727658,1
376,19467.872819664983,12972,100385,0.9245309586782197,0.43525887147837805,0.26911652002769143,0.6663285773521522,2,0.4138384141780394,1
377,71057.5934452119,7329,157631,0.725438632125254,0.37878627538535703,0.47363493704478055,0.10314168612607093,2,0.3457974493622351,1
378,50823.49885921847,23033,253959,0.3050879176169617,0.06539615798711965,0.10831892277626053,0.453195874290387,0,0.09953759190955443,0
379,70229.09654304605,20929,120283,0.6516505636943797,-0.05796598659379397,-0.12874888610482066,0.2980103835903945,0,0.134455765894816,0
380,60956.628565968625,11398,122788,0.5199781925572852,-0.011728974333874752,0.017055397803291815,0.18698540697120133,0,0.17205065727994087,0
381,91693.2804768099,7169,260171,0.25549740696090534,0.036374577716890205,-0.09173810789019694,0.07818457320668233,0,0.035424291520483896,0
382,88942.02968221469,28949,66116,0.6166888122158318,0.11710705901926391,0.05190859464096231,0.3254816660181164,0,0.06960539263774386,0
383,38944.57411183034,29756,111596,0.4690685338554424,-0.019858074557860022,-0.14097995423264748,0.7640602235000666,0,0.09376379160304826,0
384,92629.84764640765,17938,180842,0.24481588665230897,-0.07375831834615737,0.0955741242612485,0.19365248303628907,0,0.19184708706476442,0
385,147378.73582020204,13562,105048,0.4242426140013169,-0.0516608374703422,0.06599820714604256,0.0920214162818255,0,0.19612964391280993,0
386,110632.12141735888,19882,198182,0.6312170650705784,0.10005947006937974,-0.07132363499126254,0.17971272488751525,0,0.19229993584742947,0
387,86257.68724019043,16244,144594,0.5474103649358604,0.04355640175759299,0.0564789344118553,0.18831944745709994,0,0.08830945777596609,0
388,62223.38716472775,14271,282974,0.5385531830981392,-0.03411733180144338,-0.06421489150385326,0.2293510631656794,0,0.10451456405236191,0
389,33353.56331386747,7036,85814,0.21113622753361194,-0.0015279376715238086,0.02465337510940451,0.2109519733705523,0,0.17382432285620694,0
390,113918.2406503935,29398,133038,0.5969216464339306,0.07583975354339091,0.06278565581770065,0.2580622719606445,0,0.13227207873226116,0
391,33002.33747696075,15265,190777,0.7995137101697344,0.30887719631468513,0.16208426546952961,0.4625429944365803,2,0.544756576723707,1
392,54669.86799605353,7989,73446,0.9249773858386678,0.34497316195318345,0.3204234760051711,0.14613168629887133,1,0.3606249495023771,1
393,34217.704592671216,25815,129400,0.8282693045920124,0.30496779565208815,0.4904667767848004,0.7544340074035557,1,0.3929045874938854,1
394,88524.66758177248,14474,263605,0.5153180952648252,0.01950665403130698,-0.08398977052077605,0.16350244960400445,0,0.015903942659299754,0
395,36229.9820667357,5329,255459,0.3417305746320396,-0.1234350833420821,0.1184599752282229,0.14708812138476832,0,0.1373511440563818,0
396,138742.3080853004,17521,299109,0.24556866954485362,0.004492039617238425,0.01114266483944304,0.12628447833827214,0,0.14372074813803912,0
397,130212.60373518387,7196,282842,0.2851836253907656,-0.09820948214620794,0.033167923405749956,0.05526346754139605,0,0.09994113466693107,0
398,56761.252881306624,16419,158368,0.6814352470009049,0.03281427789274814,-0.09047292079568602,0.28926422808766655,0,0.11789416061864938,0
399,81061.24433081537,5976,239787,0.6445596778637214,0.047872563981659635,-0.13397628245143126,0.07372203633602782,0,0.16904511163214797,0
400,80221.94435926498,21427,214348,0.5716664567828282,-0.024328369537967114,-0.009468645347250096,0.26709649299998994,0,0.05041397737003431,0
401,33928.472155779215,6811,291479,0.9080236840207787,0.3284031815482171,0.48066767109395625,0.20074585052719052,2,0.5563852389455506,1
402,112188.24678573817,16877,271815,0.7696419883014148,0.18838458199234098,0.4299487581370665,0.15043465321489874,2,0.4016909778518464,0
403,94043.48524508117,6245,222083,0.4418045033758331,-0.04443465856613928,0.18643418643722154,0.0664054504543858,0,0.031566145236224606,0
404,75548.10814039696,24154,155703,0.5546571474017417,-0.010551166900335477,0.08444272426139833,0.3197168081974036,0,0.11723647081766829,0
405,41420.54128823581,17294,165871,0.6717826085784884,-0.02780806752332822,-0.2964255893104768,0.41752230806582463,0,0.008376078767755103,0
406,103876.51354002884,21756,287159,0.25238126822572005,0.027428674180206523,0.07604952057448316,0.20944099160217117,0,0.09084556476137384,0
407,154972.93222745077,11905,284265,0.6574649683146412,-0.04864163457619795,0.017057355057678993,0.07681986672696663,0,0.033912703714221816,0
408,43892.851883603595,27124,234681,0.859500808804062,0.2454230717084344,0.37904209248853377,0.6179593905615487,2,0.3334746939399724,1
409,72805.79202564438,13473,147841,0.49680527222320714,0.08272721333001094,0.04776642824078369,0.1850539582792315,0,0.03283699281127175,0
410,113611.23079511507,24069,94859,0.30756029852302047,0.009464816046374131,-0.15949552520091093,0.2118540555502449,0,0.16507559557379436,0
411,96821.44938745102,19841,285603,0.8329001872544733,0.18878062392897957,0.3934318435398358,0.20492360035431964,2,0.4714018585359231,0
412,62779.522057110094,27870,271104,0.3867598321158706,0.08837972813051422,-0.04544123829536265,0.4439345679415472,0,0.14038944002396134,0
413,57737.41123736404,8679,276097,0.7295885253316469,0.2195441341490266,0.26924827371207694,0.150318481795448,1,0.3859981743861069,1
414,65334.420387444385,8216,203144,0.7870576599268422,0.31313272466487246,0.16169426424575695,0.1257530096888853,2,0.37327011010922356,1
415,104414.94876676363,16580,252259,0.6198823620193015,-0.07574841519149196,0.01654559258295479,0.15878952387397605,0,0.1994340502851449,0
416,61153.054767800575,13272,298564,0.4572634682911202,-0.08890944615711473,-0.10184496525656588,0.21702922364866417,0,0.021377059097812113,0
417,124490.19604766568,21191,134631,0.22068719123362995,0.09263938924139618,-0.06482579633718495,0.1702222397648586,0,0.07577741806652105,0
418,104592.60651053525,15897,153700,0.6013828357310189,0.09793692369090452,0.04292910809391737,0.15198971065319758,0,0.04778093913351531,0
419,87492.429673104,7368,258794,0.4933657636948759,0.06968964604262638,0.06255328910954185,0.08421300022789278,0,0.1591826284840313,0
420,83149.67627259046,14457,153727,0.5204270682077999,0.08063634265751014,-0.01556602200222653,0.17386718322997993,0,0.06207961905916897,0
421,91881.80525604515,29233,103806,0.585321263507381,0.045871860857255045,-0.19686421411880342,0.3181587466477938,0,0.12436491291808316,0
422,51775.4645359293,29578,176372,0.8426403511561515,0.34260458611875017,0.3791706001776307,0.571274449492858,1,0.5630527595645274,1
423,110057.95989432072,24853,164679,0.5949428689759213,0.004896975809929425,0.1228016488052912,0.22581737862362902,0,0.12690698667322153,0
